1,-5.77734,5.62427
0,4.67334,-4.37061
0,5.58496,-5.18091
1,-5.78638,5.63428
0,5.49341,-5.06738
1,-5.79395,5.6438
1,-5.45728,5.21509
1,-5.77563,5.67627
1,-5.77612,5.5896
1,-5.72192,5.65747
1,-5.7063,5.66235
0,5.5564,-5.17505
0,5.45288,-5.10742
1,-5.60278,5.51978
1,-5.73755,5.63647
0,4.6875,-4.17334
1,-5.77344,5.64136
0,5.38525,-4.84253
1,-5.77783,5.68042
1,-2.88696,2.32959
0,5.38599,-4.84399
1,-5.49121,5.21509
0,5.34644,-4.99292
1,-5.77881,5.68945
1,-5.50415,5.15625
0,4.21313,-3.55127
1,-5.45776,5.14233
1,-5.7876,5.65845
1,-5.6687,5.5083
1,-5.76343,5.6333
1,-3.58936,3.06665
1,-5.75073,5.65601
1,-5.72656,5.5271
1,-5.77783,5.62744
1,-5.73682,5.58862
1,-5.77441,5.70483
0,4.7373,-4.53467
0,5.55884,-5.19946
0,4.6665,-4.0542
1,-5.71387,5.66528
0,5.57788,-5.15991
1,-5.75659,5.57861
0,5.03345,-4.5249
0,5.32007,-5.12988
0,0.732422,-1.50562
1,-5.7605,5.6311
1,-5.7373,5.58081
0,5.33618,-5.04126
1,-5.72144,5.46924
1,-5.75098,5.54126
1,-5.73413,5.47876
1,-5.75879,5.5542
1,-5.63574,5.58032
1,-5.78125,5.66699
1,-5.66138,5.62183
1,-5.62964,5.42676
0,4.07324,-3.38062
1,-5.76172,5.68018
1,-5.77441,5.61182
1,-5.76074,5.64429
1,-5.39624,5.16797
1,-5.51587,5.40845
1,-5.7998,5.677
1,-5.70557,5.58105
1,-5.76782,5.60718
0,5.22632,-5.02002
1,-5.68384,5.63818
1,-5.77905,5.64648
0,5.41699,-5.01025
1,-5.7959,5.69214
1,-5.77979,5.62012
1,-2.99976,2.19556
1,-5.76489,5.68433
1,-5.71704,5.55664
1,-5.66382,5.44702
1,-5.16113,4.77002
1,-5.04321,4.59814
1,-5.74829,5.67798
1,-5.77026,5.64673
1,-5.76074,5.58789
1,-5.22168,4.89429
1,-5.72656,5.62939
1,-5.82544,5.67798
0,4.9165,-4.26245
1,-5.77002,5.7063
0,4.48877,-3.87256
1,-5.35547,4.98413
1,-5.7251,5.52734
1,-5.76147,5.65234
1,-5.76099,5.65356
0,5.50562,-5.02295
1,-5.78467,5.6665
1,-5.72729,5.59766
1,-5.77393,5.68726
1,-5.67798,5.64624
1,-5.76221,5.60156
0,4.36523,-4.22998
1,-5.73389,5.61548
1,-5.78027,5.6438
1,-5.71338,5.59399
1,-5.66919,5.64868
1,-2.82739,2.10742
1,-5.74854,5.57935
1,-5.80396,5.63501
0,5.46289,-5.09839
1,-5.78394,5.57251
1,-5.36743,5.10767
0,5.60864,-5.2063
0,4.93237,-4.68164
1,-5.64844,5.55444
1,-5.58545,5.47729
1,-4.67822,4.12549
1,-5.48047,5.38159
1,-5.74609,5.61035
1,-5.66919,5.43896
0,5.13208,-4.65063
1,-5.70557,5.67969
1,-5.30957,4.85327
1,-5.80029,5.6709
1,-5.80029,5.60889
1,-5.76025,5.59888
1,-5.53687,5.34106
0,4.86987,-4.4707
1,-5.802,5.63159
1,-5.78345,5.68018
1,-5.76074,5.60083
1,-5.78979,5.65576
0,5.6145,-5.21802
1,-5.76587,5.7063
1,-5.74487,5.59277
1,-5.73486,5.56494
0,2.65869,-2.05151
1,-5.71216,5.45752
0,5.12402,-4.73584
1,-5.75122,5.59399
1,-5.6897,5.6394
0,5.32202,-4.74023
0,5.40552,-5.01782
1,-5.73511,5.67114
1,-5.74731,5.54785
1,-5.77026,5.68774
0,3.68335,-3.30688
0,5.40308,-4.9541
1,-5.72021,5.52368
0,2.86548,-2.86157
1,-4.66064,4.23682
1,-5.77295,5.67261
1,-5.51929,5.29663
1,-4.59033,4.51685
1,-5.79639,5.67358
0,5.55176,-5.23901
1,-5.80103,5.62988
0,5.12061,-4.69189
1,-5.78638,5.67773
1,-5.19482,5.01831
1,-5.79492,5.68848
1,-5.7915,5.65698
1,-2.46387,1.81909
0,4.84131,-4.46362
1,-5.57056,5.37964
1,-5.70215,5.53638
1,-5.72144,5.5332
1,-5.77515,5.64209
1,-5.71387,5.55664
1,-5.63013,5.53857
1,-5.7312,5.66846
1,-5.70581,5.53345
0,5.13672,-4.48047
1,-5.78271,5.67773
0,5.50684,-5.1792
0,5.61841,-5.25757
0,3.92017,-3.34399
1,-1.68335,0.826904
1,-5.47363,5.35352
0,5.51807,-4.98096
1,-5.75342,5.63623
1,-5.6084,5.38477
0,5.55493,-5.0769
1,-5.77319,5.60889
1,-5.79272,5.64429
0,1.07764,-0.594238
1,-4.98193,4.62939
1,-5.72583,5.54321
1,-5.77124,5.67993
1,-5.63965,5.54712
1,-5.68188,5.48877
0,5.25586,-4.85938
1,-3.40039,3.19458
0,4.14917,-3.79077
1,-5.11499,4.83618
1,-5.75122,5.58643
0,5.31348,-4.771
0,1.58228,-1.65698
1,-5.76831,5.62598
1,-4.83521,4.74463
1,-5.42212,5.08765
1,-5.75098,5.5979
1,-3.38184,3.03149
1,-5.77612,5.63477
1,-5.75146,5.65381
1,-5.64453,5.51929
0,1.26514,-0.706299
1,-5.40674,5.08423
1,-5.76831,5.59424
1,-5.79199,5.63867
0,5.58008,-5.16064
1,-5.78223,5.64429
1,-5.61328,5.34277
0,5.43164,-5.03906
0,5.24927,-4.83594
0,4.7207,-3.98657
1,-1.71802,2.48706
1,-5.19141,4.79907
0,5.14307,-4.87476
1,-5.771,5.60889
1,-5.7522,5.60498
1,-5.77197,5.65283
1,-5.80396,5.70093
0,5.55957,-5.12354
1,-5.05933,4.84961
0,4.87476,-4.45581
1,-4.32275,4.1123
1,-5.74658,5.56616
0,5.53564,-5.19189
1,-5.72144,5.61987
1,-5.78491,5.66504
1,-5.79443,5.70728
1,-5.63574,5.44067
1,-5.80908,5.62866
1,-5.71533,5.60059
1,-5.66382,5.61841
1,-5.79761,5.62793
1,-4.78491,4.45215
1,-4.44019,3.98584
0,5.4502,-4.97437
0,0.943848,-0.977783
1,-5.4895,5.14819
0,5.42163,-5.04712
1,-5.52637,5.28711
1,-5.19336,4.98022
1,-5.73462,5.64429
0,5.38281,-4.87231
1,-5.49878,5.34717
1,-5.65723,5.36719
1,-5.77588,5.58716
1,-5.77271,5.65942
1,-5.74438,5.47876
1,-5.73657,5.55005
1,-5.76733,5.63403
1,-5.72217,5.55273
1,-5.78442,5.62671
0,5.05127,-4.45679
0,5.18896,-4.72607
1,-5.62402,5.38623
0,5.30029,-4.86792
0,5.66309,-5.28564
1,-5.71655,5.65967
1,-5.7334,5.60327
1,-4.33716,4.04321
0,4.83667,-4.34766
1,-3.32056,3.04492
1,-5.63477,5.43188
1,-5.77563,5.67236
1,-5.80444,5.68188
1,-4.79297,4.61768
1,-5.10718,4.59717
1,-5.48022,5.27856
0,5.46802,-5.04102
0,5.13281,-4.59424
1,-5.76758,5.6394
0,4.11353,-3.71069
1,-5.75806,5.66919
1,-5.7417,5.6499
1,-5.78174,5.62378
1,-5.78101,5.67603
1,-5.79639,5.66626
1,-5.70703,5.58984
0,4.90479,-4.64771
1,-5.68311,5.57935
0,5.07104,-4.90845
1,-5.74341,5.5188
0,5.13696,-4.63428
0,3.16235,-2.34497
0,5.30933,-4.85864
1,-5.56421,5.41113
1,-5.7229,5.6709
1,-5.81152,5.6936
1,-4.7334,4.27197
1,-5.75415,5.64868
0,3.84546,-3.38281
0,5.20044,-4.73242
0,5.43848,-4.92578
1,-5.73511,5.6106
1,-5.65137,5.46802
1,-5.69849,5.45898
0,5.37183,-5.01196
0,5.53955,-5.07202
0,5.39697,-4.92676
1,-5.66602,5.60083
1,-3.74414,3.22754
1,-5.77319,5.66528
1,-5.71533,5.70508
1,-5.7854,5.65845
0,5.50391,-5.06982
1,-5.76294,5.54834
1,-5.76416,5.67432
0,5.53662,-5.17358
1,-5.78149,5.67212
0,1.15649,-1.37134
1,-5.00488,4.69995
1,-5.73657,5.63696
1,-5.78467,5.58325
1,-0.72168,-0.00708008
0,5.52271,-5.19946
1,-5.72437,5.66943
0,4.9248,-4.37866
0,4.88721,-4.69873
1,-5.79028,5.60303
0,5.13208,-4.53833
0,4.23779,-3.78979
0,5.63306,-5.22607
0,5.39526,-4.85962
0,5.57446,-5.30908
1,-5.71338,5.51343
1,-2.52466,1.74609
1,-5.76685,5.65869
0,0.340332,-0.703369
1,-5.62769,5.57324
1,-5.77173,5.61938
1,-5.35156,5.04297
1,-5.74536,5.61719
1,-5.67847,5.65967
1,-4.61719,4.29102
1,-5.80396,5.66455
1,-5.72461,5.64233
1,-5.04077,4.87646
1,-5.82373,5.65454
1,-5.79541,5.67163
0,5.42358,-4.90918
1,-5.73242,5.56348
1,-5.77881,5.65332
1,-5.77734,5.65942
0,5.10229,-4.85181
0,1.8313,-1.73682
1,-5.78394,5.68286
1,-5.69336,5.56787
1,-5.80151,5.646
1,-5.80347,5.65601
1,-2.43604,1.74756
1,-5.75586,5.66968
0,5.29321,-4.82617
1,-5.79004,5.65503
0,4.18115,-3.61646
1,-5.7688,5.61621
0,5.37817,-4.86768
0,1.99048,-1.33228
1,-5.52539,5.33447
1,-5.78931,5.69287
1,-5.65698,5.63696
1,-5.68726,5.45386
1,-3.22192,2.68066
1,-5.73901,5.55054
1,-5.73511,5.60303
0,2.01587,-1.32886
1,-5.77295,5.67578
1,-5.79395,5.66455
1,-5.62646,5.34741
1,-5.38696,5.23657
0,4.82227,-4.27344
0,5.53174,-5.00537
0,5.1792,-4.60913
1,-5.79004,5.62061
1,-5.60571,5.47144
